node_name,cpu-time
embedding,35.35442105144785
_to_copy,7.191315788448903
view,1.488833332441233
convolution,13704.71900000437
view_1,1.1809122849974716
slice_1,6.308058593289634
slice_2,6.308058593289634
view_2,1.488833332441233
slice_3,3.3312464322793343
slice_4,3.3312464322793343
view_3,1.488833332441233
cos,12.251403513184766
sin,8.564894727447577
slice_5,3.3312464322793343
select,3.592748919671799
slice_6,3.3312464322793343
select_1,4.371431798094132
mul,13.827666689952215
slice_7,3.3312464322793343
select_2,2.373581661056858
pow_1,15.828645962963206
mean,41.04454843629624
add,605.9043333182732
rsqrt,4.959405469880769
_to_copy_1,4.763754383252378
mul_1,9.045921052234215
t,6.527348749595694
addmm,534.2313552631947
permute,15.593114583462617
unbind,28.16598958345124
unsqueeze,2.691890802705425
unsqueeze_1,2.691890802705425
neg,11.535965351427071
mul_2,9.045921052234215
neg_1,4.865108771948961
mul_3,6.595864661144278
add_1,2.944333334763845
_to_copy_2,4.763754383252378
_to_copy_3,17.911832625071337
zeros,6202.920197918349
silu,39.50630241214837
t_1,5.611609271067816
addmm_1,203.0197400223235
t_2,5.611609271067816
addmm_2,203.0197400223235
add_2,16.565333286921184
gelu,1286.9316666573286
eq,14.859333356221518
sum_1,45.7260000060002
expand,6.81186666910847
masked_scatter,56835.877666662134
full,12.485733334471782
arange,107.46969842272145
gt,9.39733330408732
arange_1,107.46969842272145
sub,4.3816140377730655
le,6.005666673183441
bitwise_or,5.244333336750667
unsqueeze_2,6.8840000083049135
unsqueeze_3,3.3416666885217032
expand_1,3.2280438571122656
clone,9.186473688535523
slice_8,3.129190471910295
unsqueeze_4,3.8956666539112725
unsqueeze_5,2.296833321452141
slice_9,3.3312464322793343
slice_10,3.3312464322793343
slice_11,3.3312464322793343
slice_12,3.3312464322793343
masked_fill,13.093000014623007
slice_13,3.3312464322793343
slice_14,3.3312464322793343
slice_15,3.3312464322793343
copy,14.544999996821085
slice_16,3.3312464322793343
slice_17,3.3312464322793343
slice_scatter,15.255222234461042
slice_scatter_1,15.255222234461042
slice_scatter_2,15.255222234461042
unsqueeze_6,3.8956666539112725
unsqueeze_7,2.296833321452141
slice_21,2.503666670123736
unsqueeze_8,2.41838332961003
expand_2,3.2280438571122656
slice_22,2.436070175808773
slice_23,2.436070175808773
unsqueeze_9,2.0424166647096476
slice_24,2.385438590196141
expand_3,2.6997833301623664
expand_4,3.833448558432575
bmm,12.701245619016781
view_4,1.7644666706522305
transpose,4.5979999988748315
_to_copy_4,17.911832625071337
mul_4,6.557784025392021
view_5,1.103719290934111
view_6,1.2885614074113076
view_7,2.1895353846550436
view_8,2.800755404823774
view_9,2.1895353846550436
view_10,2.067026316021618
view_11,2.1895353846550436
transpose_1,5.878522697316581
view_12,2.067026316021618
transpose_2,2.184821929586561
view_13,2.1895353846550436
transpose_3,2.184821929586561
split_with_sizes,16.864486294109046
select_3,2.373581661056858
select_4,4.371431798094132
select_5,2.373581661056858
unsqueeze_10,2.126983335862557
split_with_sizes_1,16.864486294109046
select_6,2.373581661056858
select_7,4.371431798094132
select_8,2.373581661056858
select_9,2.373581661056858
select_10,4.371431798094132
select_11,2.373581661056858
unsqueeze_11,2.2237543876756702
mul_5,12.878885965068873
slice_25,3.9519649121256775
slice_26,3.9519649121256775
mul_6,12.878885965068873
mul_7,3.4101137063645743
slice_27,2.520977028805697
slice_28,2.520977028805697
mul_8,3.4101137063645743
add_3,9.548757873070425
slice_29,2.533626040754219
slice_30,2.533626040754219
unsqueeze_12,3.5117571268459424
slice_31,2.4133979146679243
slice_32,2.4133979146679243
expand_5,3.3897999972105026
clone_1,6.37966666618983
_unsafe_view,3.168656249033908
slice_33,2.533626040754219
slice_34,2.533626040754219
unsqueeze_13,3.5117571268459424
slice_35,2.4133979146679243
slice_36,2.4133979146679243
expand_6,2.6997833301623664
clone_2,2032.9889604161183
_unsafe_view_1,3.168656249033908
slice_40,3.3312464322793343
slice_41,3.3312464322793343
slice_42,3.3312464322793343
_scaled_dot_product_flash_attention_for_cpu,1310.6503666650503
transpose_4,3.6789531432026834
view_14,1.1119735742347283
t_3,6.527348749595694
view_15,1.1119735742347283
mm,727.6606807004791
view_16,3.0296361841588166
add_4,7.781027192811956
_to_copy_5,17.911832625071337
pow_2,15.828645962963206
mean_1,41.04454843629624
add_5,2.0730039464538557
rsqrt_1,4.959405469880769
mul_9,6.595864661144278
_to_copy_6,17.911832625071337
mul_10,6.557784025392021
t_4,9.521420728756736
view_17,2.1895353846550436
mm_1,1671.0509663376304
